Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2008,2008,2008,6,1,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,45313,,45313,,101841,,,0
H3,2008,2008,2008,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1046208,,1046208,,530826,,,0
H3,2008,2008,2008,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1162458,,1162458,,907736,,,0
H3,2008,2008,2008,6,1,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,71975,,71975,,40500,,,0
H3,2008,2008,2008,6,1,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,571824,,571824,,277300,,,0
H3,2008,2008,2008,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,36633728,,36633728,,21302741,,,0
H3,2008,2008,2008,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,42589274,,42589274,,20957154,,,6
H3,2008,2008,2008,6,1,3,Re-Export,124,Canada,CAN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,9107,,9107,,4481,,,6
H3,2008,2008,2008,6,1,4,Re-Import,124,Canada,CAN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,23988,,23988,,12106,,,0
H3,2008,2008,2008,6,1,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,199051,,199051,,121210,,,0
H3,2008,2008,2008,6,1,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,24000,,24000,,7670,,,0
H3,2008,2008,2008,6,1,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2329345,,2329345,,1363093,,,0
H3,2008,2008,2008,6,1,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,3581,,3581,,1521346,,,0
H3,2008,2008,2008,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2143984733,,2143984733,,1326727705,,,0
H3,2008,2008,2008,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1370680,,1370680,,1057519,,,0
H3,2008,2008,2008,6,1,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,754694,,754694,,502391,,,0
H3,2008,2008,2008,6,1,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1646519,,1646519,,1230863,,,0
H3,2008,2008,2008,6,1,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,261871,,261871,,118891,,,0
H3,2008,2008,2008,6,1,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,901295,,901295,,472030,,,0
H3,2008,2008,2008,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2628287,,2628287,,1171416,,,0
H3,2008,2008,2008,6,1,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,902521,,902521,,430325,,,0
H3,2008,2008,2008,6,1,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1219411,,1219411,,691056,,,0
H3,2008,2008,2008,6,1,3,Re-Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,89731,,89731,,61438,,,0
H3,2008,2008,2008,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,13756702,,13756702,,6805430,,,0
H3,2008,2008,2008,6,1,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,22774565,,22774565,,11998100,,,0
H3,2008,2008,2008,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,17977697,,17977697,,8838062,,,0
H3,2008,2008,2008,6,1,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,21056755,,21056755,,10309915,,,0
H3,2008,2008,2008,6,1,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1569508,,1569508,,762084,,,6
H3,2008,2008,2008,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2335210,,2335210,,1520671,,,0
H3,2008,2008,2008,6,1,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,87570,,87570,,24160,,,0
H3,2008,2008,2008,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,3182855,,3182855,,2099270,,,0
H3,2008,2008,2008,6,1,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,61679,,61679,,42815,,,0
H3,2008,2008,2008,6,1,1,Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,191350,,191350,,296583,,,0
H3,2008,2008,2008,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1920613,,1920613,,926609,,,0
H3,2008,2008,2008,6,1,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,5031158,,5031158,,2204423,,,0
H3,2008,2008,2008,6,1,1,Import,234,Faeroe Isds,FRO,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,84,,84,,881,,,0
H3,2008,2008,2008,6,1,2,Export,234,Faeroe Isds,FRO,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,10156,,10156,,3516,,,0
H3,2008,2008,2008,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,570796,,570796,,252418,,,0
H3,2008,2008,2008,6,1,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,9709011,,9709011,,3671972,,,0
H3,2008,2008,2008,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,8901600,,8901600,,5807024,,,0
H3,2008,2008,2008,6,1,2,Export,251,France,FRA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,144020500,,144020500,,83351443,,,0
H3,2008,2008,2008,6,1,4,Re-Import,251,France,FRA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,28500,,28500,,23576,,,0
H3,2008,2008,2008,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,126856300,,126856300,,68467000,,,0
H3,2008,2008,2008,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,710247300,,710247300,,350623000,,,0
H3,2008,2008,2008,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,8272452,,8272452,,8560192,,,0
H3,2008,2008,2008,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1915919,,1915919,,1014375,,,0
H3,2008,2008,2008,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,25895,,25895,,23755,,,6
H3,2008,2008,2008,6,1,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,3048578,,3048578,,755859,,,0
H3,2008,2008,2008,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1078805404,,1078805404,,388380226,,,0
H3,2008,2008,2008,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1504237857,,1504237857,,441601894,,,0
H3,2008,2008,2008,6,1,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,956173687,,956173687,,232025929,,,0
H3,2008,2008,2008,6,1,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,657300,,657300,,771000,,,0
H3,2008,2008,2008,6,1,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,5574300,,5574300,,3402000,,,0
H3,2008,2008,2008,6,1,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,9,,9,,347,,,0
H3,2008,2008,2008,6,1,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,749881,,749881,,108207,,,0
H3,2008,2008,2008,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2641803,,2641803,,3384896,,,0
H3,2008,2008,2008,6,1,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,5281171,,5281171,,2390638,,,0
H3,2008,2008,2008,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,340091,,340091,,199000,,,0
H3,2008,2008,2008,6,1,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2951554,,2951554,,1030000,,,0
H3,2008,2008,2008,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,32958152,,32958152,,26628166,,,0
H3,2008,2008,2008,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,56669807,,56669807,,23577588,,,0
H3,2008,2008,2008,6,1,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2157955,,2157955,,843233,,,0
H3,2008,2008,2008,6,1,2,Export,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,25000,,25000,,44449,,,0
H3,2008,2008,2008,6,1,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1742,,1742,,5460,,,0
H3,2008,2008,2008,6,1,2,Export,388,Jamaica,JAM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,17000,,17000,,4990,,,0
H3,2008,2008,2008,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1776091,,1776091,,942124,,,0
H3,2008,2008,2008,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,326325264,,326325264,,161290837,,,0
H3,2008,2008,2008,6,1,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,40000,,40000,,12681,,,0
H3,2008,2008,2008,6,1,1,Import,404,Kenya,KEN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,274300,,274300,,139904,,,0
H3,2008,2008,2008,6,1,2,Export,404,Kenya,KEN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,180000,,180000,,127140,,,0
H3,2008,2008,2008,6,1,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,7171001,,7171001,,5399348,,,0
H3,2008,2008,2008,6,1,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,65072326,,65072326,,17463976,,,0
H3,2008,2008,2008,6,1,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,38000,,38000,,1717,,,0
H3,2008,2008,2008,6,1,2,Export,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,968100,,968100,,101719,,,0
H3,2008,2008,2008,6,1,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2587374,,2587374,,2551975,,,0
H3,2008,2008,2008,6,1,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1115677,,1115677,,748868,,,0
H3,2008,2008,2008,6,1,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,7471540,,7471540,,3386961,,,0
H3,2008,2008,2008,6,1,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2040946,,2040946,,1145130,,,0
H3,2008,2008,2008,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,23116388,,23116388,,8502389,,,0
H3,2008,2008,2008,6,1,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2982455,,2982455,,1598733,,,0
H3,2008,2008,2008,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2984296,,2984296,,3265438,,,0
H3,2008,2008,2008,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,4718120,,4718120,,2233958,,,0
H3,2008,2008,2008,6,1,4,Re-Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,440,,440,,143,,,0
H3,2008,2008,2008,6,1,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,250,,250,,100,,,0
H3,2008,2008,2008,6,1,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,956,,956,,944,,,0
H3,2008,2008,2008,6,1,2,Export,466,Mali,MLI,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,49000,,49000,,6934,,,0
H3,2008,2008,2008,6,1,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,175020,,175020,,81119,,,0
H3,2008,2008,2008,6,1,2,Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,230000,,230000,,176392,,,0
H3,2008,2008,2008,6,1,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,7444949,,7444949,,4230154,,,0
H3,2008,2008,2008,6,1,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,28232867,,28232867,,11543988,,,0
H3,2008,2008,2008,6,1,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,15845,,15845,,10565,,,0
H3,2008,2008,2008,6,1,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,159521,,159521,,54329,,,0
H3,2008,2008,2008,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,115024452,,115024452,,62076523,,,0
H3,2008,2008,2008,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,139014701,,139014701,,76502378,,,0
H3,2008,2008,2008,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,242348,,242348,,182936,,,0
H3,2008,2008,2008,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,12960105,,12960105,,5207155,,,0
H3,2008,2008,2008,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,740751,,740751,,42908,,,0
H3,2008,2008,2008,6,1,2,Export,558,Nicaragua,NIC,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,709890,,709890,,246613,,,0
H3,2008,2008,2008,6,1,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,192273,,192273,,153340,,,0
H3,2008,2008,2008,6,1,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,10707820,,10707820,,2228669,,,0
H3,2008,2008,2008,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,7782111,,7782111,,2906655,,,0
H3,2008,2008,2008,6,1,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,917192,,917192,,637143,,,0
H3,2008,2008,2008,6,1,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,245915,,245915,,228866,,,0
H3,2008,2008,2008,6,1,2,Export,591,Panama,PAN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,508737,,508737,,34300,,,0
H3,2008,2008,2008,6,1,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,382369,,382369,,236845,,,0
H3,2008,2008,2008,6,1,2,Export,600,Paraguay,PRY,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,120500,,120500,,12540,,,0
H3,2008,2008,2008,6,1,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1440542,,1440542,,269725,,,0
H3,2008,2008,2008,6,1,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,93650,,93650,,47150,,,0
H3,2008,2008,2008,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1604318,,1604318,,872640,,,0
H3,2008,2008,2008,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,17961173,,17961173,,9096272,,,0
H3,2008,2008,2008,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2495920,,2495920,,1175783,,,0
H3,2008,2008,2008,6,1,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,2833258,,2833258,,1626614,,,0
H3,2008,2008,2008,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,4738040,,4738040,,349356,,,0
H3,2008,2008,2008,6,1,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,5955051,,5955051,,3402974,,,0
H3,2008,2008,2008,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,20185,,20185,,3317,,,0
H3,2008,2008,2008,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,8806788,,8806788,,3282567,,,0
H3,2008,2008,2008,6,1,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,496000,,496000,,559467,,,0
H3,2008,2008,2008,6,1,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,3207000,,3207000,,1023201,,,0
H3,2008,2008,2008,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,356304,,356304,,189908,,,0
H3,2008,2008,2008,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1390115,,1390115,,497190,,,0
H3,2008,2008,2008,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,1293079,,1293079,,981725,,,0
H3,2008,2008,2008,6,1,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,3368664,,3368664,,1833211,,,0
H3,2008,2008,2008,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,6355733,,6355733,,2504331,,,6
H3,2008,2008,2008,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,5607684,,5607684,,3037726,,,6
H3,2008,2008,2008,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,4605813,,4605813,,2236379,,,6
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,4349971,,4349971,,2140516,,,6
H3,2008,2008,2008,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,17356343,,17356343,,5723001,,,0
H3,2008,2008,2008,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,13931194,,13931194,,6361828,,,0
H3,2008,2008,2008,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,30964,,30964,,61172,,,0
H3,2008,2008,2008,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,785319,,785319,,350028,,,0
H3,2008,2008,2008,6,1,4,Re-Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,20645,,20645,,12234,,,0
H3,2008,2008,2008,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,53708,,53708,,60253,,,0
H3,2008,2008,2008,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,29025542,,29025542,,20220573,,,0
H3,2008,2008,2008,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,31116470,,31116470,,19885969,,,0
